Id,Label,node_type,term_type,term_name
FUS,FUS,gene,,
SIGMAR1,SIGMAR1,gene,,
VCP,VCP,gene,,
CHMP2B,CHMP2B,gene,,
ATXN2,ATXN2,gene,,
SCFD1,SCFD1,gene,,
PFN1,PFN1,gene,,
SOD1,SOD1,gene,,
C9orf72,C9orf72,gene,,
DAO,DAO,gene,,
MATR3,MATR3,gene,,
ALS2,ALS2,gene,,
ANG,ANG,gene,,
CYLD,CYLD,gene,,
TIA1,TIA1,gene,,
TUBA4A,TUBA4A,gene,,
UBQLN4,UBQLN4,gene,,
VAPB,VAPB,gene,,
CCNF,CCNF,gene,,
NEFH,NEFH,gene,,
OPTN,OPTN,gene,,
SQSTM1,SQSTM1,gene,,
LRP12,LRP12,gene,,
SPTLC1,SPTLC1,gene,,
UNC13A,UNC13A,gene,,
CHCHD10,CHCHD10,gene,,
SPG11,SPG11,gene,,
TARDBP,TARDBP,gene,,
ERBB4,ERBB4,gene,,
NEK1,NEK1,gene,,
TMEM106B,TMEM106B,gene,,
TRPM7,TRPM7,gene,,
ANXA11,ANXA11,gene,,
DCTN1,DCTN1,gene,,
MOBP,MOBP,gene,,
FIG4,FIG4,gene,,
PRPH,PRPH,gene,,
UBQLN2,UBQLN2,gene,,
CFAP410,CFAP410,gene,,
ELP3,ELP3,gene,,
TAF15,TAF15,gene,,
KIF5A,KIF5A,gene,,
TBK1,TBK1,gene,,
FGGY,FGGY,gene,,
HNRNPA1,HNRNPA1,gene,,
SETX,SETX,gene,,
GO:0005096,GTPase activator activity,annotation,go_term,GTPase activator activity
GO:0042803,protein homodimerization activity,annotation,go_term,protein homodimerization activity
GO:0051036,regulation of endosome size,annotation,go_term,regulation of endosome size
GO:0005739,mitochondrion,annotation,go_term,mitochondrion
R-HSA-5357905,Regulation of TNFR1 signaling,annotation,pathway,Regulation of TNFR1 signaling
R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,annotation,pathway,Negative regulators of DDX58/IFIH1 signaling
GO:0030496,midbody,annotation,go_term,midbody
IPR038765,Papain-like cysteine peptidase superfamily,annotation,domain,Papain-like cysteine peptidase superfamily
GO:0002098,tRNA wobble uridine modification,annotation,go_term,tRNA wobble uridine modification
R-HSA-1963642,PI3K events in ERBB2 signaling,annotation,pathway,PI3K events in ERBB2 signaling
IPR036941,Receptor L-domain superfamily,annotation,domain,Receptor L-domain superfamily
R-HSA-72163,mRNA Splicing - Major Pathway,annotation,pathway,mRNA Splicing - Major Pathway
R-HSA-9770562,mRNA Polyadenylation,annotation,pathway,mRNA Polyadenylation
GO:0003713,transcription coactivator activity,annotation,go_term,transcription coactivator activity
IPR034870,TAF15/EWS/TLS family,annotation,domain,TAF15/EWS/TLS family
IPR034845,"hnRNP A1, RNA recognition motif 1",annotation,domain,"hnRNP A1, RNA recognition motif 1"
GO:0047496,vesicle transport along microtubule,annotation,go_term,vesicle transport along microtubule
IPR019821,"Kinesin motor domain, conserved site",annotation,domain,"Kinesin motor domain, conserved site"
GO:0005178,integrin binding,annotation,go_term,integrin binding
IPR034928,"Matrin-3, RNA recognition motif 1",annotation,domain,"Matrin-3, RNA recognition motif 1"
R-HSA-9861718,Regulation of pyruvate metabolism,annotation,pathway,Regulation of pyruvate metabolism
GO:0106310,protein serine kinase activity,annotation,go_term,protein serine kinase activity
GO:0051223,regulation of protein transport,annotation,go_term,regulation of protein transport
IPR036045,Sec1-like superfamily,annotation,domain,Sec1-like superfamily
GO:0007040,lysosome organization,annotation,go_term,lysosome organization
GO:0004758,serine C-palmitoyltransferase activity,annotation,go_term,serine C-palmitoyltransferase activity
R-HSA-9020702,Interleukin-1 signaling,annotation,pathway,Interleukin-1 signaling
IPR000433,"Zinc finger, ZZ-type",annotation,domain,"Zinc finger, ZZ-type"
R-HSA-167172,Transcription of the HIV genome,annotation,pathway,Transcription of the HIV genome
R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,annotation,pathway,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening
IPR034830,"TIA-1, RNA recognition motif 2",annotation,domain,"TIA-1, RNA recognition motif 2"
GO:0006829,zinc ion transport,annotation,go_term,zinc ion transport
GO:0010960,magnesium ion homeostasis,annotation,go_term,magnesium ion homeostasis
IPR004166,"Alpha-type protein kinase, alpha-kinase domain",annotation,domain,"Alpha-type protein kinase, alpha-kinase domain"
IPR037162,"TRPM, tetramerisation domain superfamily",annotation,domain,"TRPM, tetramerisation domain superfamily"
R-HSA-9609690,HCMV Early Events,annotation,pathway,HCMV Early Events
IPR003008,"Tubulin/FtsZ, GTPase domain",annotation,domain,"Tubulin/FtsZ, GTPase domain"
IPR018316,"Tubulin/FtsZ, 2-layer sandwich domain",annotation,domain,"Tubulin/FtsZ, 2-layer sandwich domain"
R-HSA-5689877,Josephin domain DUBs,annotation,pathway,Josephin domain DUBs
IPR003959,"ATPase, AAA-type, core",annotation,domain,"ATPase, AAA-type, core"
GO:0045860,positive regulation of protein kinase activity,annotation,go_term,positive regulation of protein kinase activity
IPR035899,Dbl homology (DH) domain superfamily,annotation,domain,Dbl homology (DH) domain superfamily
IPR051984,Alsin,annotation,domain,Alsin
GO:0004540,RNA nuclease activity,annotation,go_term,RNA nuclease activity
GO:0003729,mRNA binding,annotation,go_term,mRNA binding
R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,annotation,pathway,Antigen processing: Ubiquitination & Proteasome degradation
IPR032675,Leucine-rich repeat domain superfamily,annotation,domain,Leucine-rich repeat domain superfamily
R-HSA-162588,Budding and maturation of HIV virion,annotation,pathway,Budding and maturation of HIV virion
R-HSA-9679504,Translation of Replicase and Assembly of the Replication Transcription Complex,annotation,pathway,Translation of Replicase and Assembly of the Replication Transcription Complex
GO:0005764,lysosome,annotation,go_term,lysosome
GO:0001778,plasma membrane repair,annotation,go_term,plasma membrane repair
IPR061979,"CYLD, SH3 domain",annotation,domain,"CYLD, SH3 domain"
R-HSA-2132295,MHC class II antigen presentation,annotation,pathway,MHC class II antigen presentation
GO:0019321,pentose metabolic process,annotation,go_term,pentose metabolic process
R-HSA-1660516,Synthesis of PIPs at the early endosome membrane,annotation,pathway,Synthesis of PIPs at the early endosome membrane
GO:0106027,neuron projection organization,annotation,go_term,neuron projection organization
IPR010790,Repeat of unknown function DUF1388,annotation,domain,Repeat of unknown function DUF1388
IPR036140,Profilin superfamily,annotation,domain,Profilin superfamily
GO:0000139,Golgi membrane,annotation,go_term,Golgi membrane
GO:0032580,Golgi cisterna membrane,annotation,go_term,Golgi cisterna membrane
GO:0150052,regulation of postsynapse assembly,annotation,go_term,regulation of postsynapse assembly
GO:0098978,glutamatergic synapse,annotation,go_term,glutamatergic synapse
GO:0005507,copper ion binding,annotation,go_term,copper ion binding
GO:0046513,ceramide biosynthetic process,annotation,go_term,ceramide biosynthetic process
R-HSA-9664873,Pexophagy,annotation,pathway,Pexophagy
R-HSA-73776,RNA Polymerase II Promoter Escape,annotation,pathway,RNA Polymerase II Promoter Escape
GO:0003723,GO annotation (molecular function),annotation,go_term,GO annotation (molecular function)
R-HSA-933541,TRAF6 mediated IRF7 activation,annotation,pathway,TRAF6 mediated IRF7 activation
IPR034496,"TIAR, RNA recognition motif 3",annotation,domain,"TIAR, RNA recognition motif 3"
IPR029601,"Transient receptor potential cation channel subfamily M member 7, alpha-kinase domain",annotation,domain,"Transient receptor potential cation channel subfamily M member 7, alpha-kinase domain"
IPR056336,"Calcium channel YVC1-like, C-terminal transmembrane domain",annotation,domain,"Calcium channel YVC1-like, C-terminal transmembrane domain"
R-HSA-389977,Post-chaperonin tubulin folding pathway,annotation,pathway,Post-chaperonin tubulin folding pathway
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,annotation,pathway,EML4 and NUDC in mitotic spindle formation
GO:0035249,"synaptic transmission, glutamatergic",annotation,go_term,"synaptic transmission, glutamatergic"
GO:0099011,neuronal dense core vesicle exocytosis,annotation,go_term,neuronal dense core vesicle exocytosis
R-HSA-5358346,Hedgehog ligand biogenesis,annotation,pathway,Hedgehog ligand biogenesis
R-HSA-8876725,Protein methylation,annotation,pathway,Protein methylation
R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,annotation,pathway,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide
IPR003593,AAA+ ATPase domain,annotation,domain,AAA+ ATPase domain
GO:0005515,protein binding,annotation,go_term,protein binding
IPR003409,MORN repeat,annotation,domain,MORN repeat
GO:0097733,photoreceptor cell cilium,annotation,go_term,photoreceptor cell cilium
IPR003603,"U2A'/phosphoprotein 32 family A, C-terminal",annotation,domain,"U2A'/phosphoprotein 32 family A, C-terminal"
R-HSA-9610379,HCMV Late Events,annotation,pathway,HCMV Late Events
GO:0005768,endosome,annotation,go_term,endosome
GO:0045296,cadherin binding,annotation,go_term,cadherin binding
GO:0005741,mitochondrial outer membrane,annotation,go_term,mitochondrial outer membrane
R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,annotation,pathway,Recruitment of mitotic centrosome proteins and complexes
GO:0005938,cell cortex,annotation,go_term,cell cortex
R-HSA-3214847,HATs acetylate histones,annotation,pathway,HATs acetylate histones
IPR034687,Elongator complex protein 3-like,annotation,domain,Elongator complex protein 3-like
R-HSA-1227986,Signaling by ERBB2,annotation,pathway,Signaling by ERBB2
R-HSA-1257604,PIP3 activates AKT signaling,annotation,pathway,PIP3 activates AKT signaling
GO:0038138,ERBB4-ERBB4 signaling pathway,annotation,go_term,ERBB4-ERBB4 signaling pathway
GO:0005006,epidermal growth factor receptor activity,annotation,go_term,epidermal growth factor receptor activity
R-HSA-1660517,Synthesis of PIPs at the late endosome membrane,annotation,pathway,Synthesis of PIPs at the late endosome membrane
IPR001876,"Zinc finger, RanBP2-type",annotation,domain,"Zinc finger, RanBP2-type"
GO:0016192,vesicle-mediated transport,annotation,go_term,vesicle-mediated transport
GO:0099185,postsynaptic intermediate filament cytoskeleton organization,annotation,go_term,postsynaptic intermediate filament cytoskeleton organization
GO:0005801,cis-Golgi network,annotation,go_term,cis-Golgi network
GO:0004386,helicase activity,annotation,go_term,helicase activity
IPR015421,"Pyridoxal phosphate-dependent transferase, major domain",annotation,domain,"Pyridoxal phosphate-dependent transferase, major domain"
GO:0005080,protein kinase C binding,annotation,go_term,protein kinase C binding
R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,annotation,pathway,SARS-CoV-2 activates/modulates innate and adaptive immune responses
GO:0017148,negative regulation of translation,annotation,go_term,negative regulation of translation
GO:0031902,late endosome membrane,annotation,go_term,late endosome membrane
R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,annotation,pathway,Formation of tubulin folding intermediates by CCT/TriC
IPR002219,"Protein kinase C-like, phorbol ester/diacylglycerol-binding domain",annotation,domain,"Protein kinase C-like, phorbol ester/diacylglycerol-binding domain"
R-HSA-9013405,RHOD GTPase cycle,annotation,pathway,RHOD GTPase cycle
R-HSA-5689896,Ovarian tumor domain proteases,annotation,pathway,Ovarian tumor domain proteases
R-HSA-9694614,Attachment and Entry,annotation,pathway,Attachment and Entry
GO:0007041,lysosomal transport,annotation,go_term,lysosomal transport
GO:0043539,protein serine/threonine kinase activator activity,annotation,go_term,protein serine/threonine kinase activator activity
IPR000219,Dbl homology domain,annotation,domain,Dbl homology domain
GO:0004549,tRNA-specific ribonuclease activity,annotation,go_term,tRNA-specific ribonuclease activity
IPR023412,Ribonuclease A-domain,annotation,domain,Ribonuclease A-domain
GO:1990316,Atg1/ULK1 kinase complex,annotation,go_term,Atg1/ULK1 kinase complex
GO:0005829,cytosol,annotation,go_term,cytosol
GO:0007005,mitochondrion organization,annotation,go_term,mitochondrion organization
GO:0005758,mitochondrial intermembrane space,annotation,go_term,mitochondrial intermembrane space
GO:0009898,cytoplasmic side of plasma membrane,annotation,go_term,cytoplasmic side of plasma membrane
IPR000938,CAP Gly-rich domain,annotation,domain,CAP Gly-rich domain
IPR028889,"Ubiquitin specific protease UPS, catalytic domain",annotation,domain,"Ubiquitin specific protease UPS, catalytic domain"
GO:0003884,D-amino-acid oxidase activity,annotation,go_term,D-amino-acid oxidase activity
R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,annotation,pathway,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
R-HSA-1250342,PI3K events in ERBB4 signaling,annotation,pathway,PI3K events in ERBB4 signaling
GO:0000976,transcription cis-regulatory region binding,annotation,go_term,transcription cis-regulatory region binding
GO:0016301,kinase activity,annotation,go_term,kinase activity
GO:0034593,phosphatidylinositol bisphosphate phosphatase activity,annotation,go_term,phosphatidylinositol bisphosphate phosphatase activity
R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,annotation,pathway,SARS-CoV-1 modulates host translation machinery
IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,annotation,domain,Low-density lipoprotein (LDL) receptor class A repeat
GO:0019911,structural constituent of myelin sheath,annotation,go_term,structural constituent of myelin sheath
GO:0007399,nervous system development,annotation,go_term,nervous system development
GO:0033693,neurofilament bundle assembly,annotation,go_term,neurofilament bundle assembly
R-HSA-8854214,TBC/RABGAPs,annotation,pathway,TBC/RABGAPs
R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation",annotation,pathway,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation"
R-HSA-376176,Signaling by ROBO receptors,annotation,pathway,Signaling by ROBO receptors
GO:0060628,regulation of ER to Golgi vesicle-mediated transport,annotation,go_term,regulation of ER to Golgi vesicle-mediated transport
IPR043154,"Sec1-like, domain 1",annotation,domain,"Sec1-like, domain 1"
GO:1990708,conditioned place preference,annotation,go_term,conditioned place preference
R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,annotation,pathway,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation
GO:0003676,GO annotation (molecular function),annotation,go_term,GO annotation (molecular function)
GO:0140517,protein-RNA adaptor activity,annotation,go_term,protein-RNA adaptor activity
IPR034827,"TIA-1, RNA recognition motif 1",annotation,domain,"TIA-1, RNA recognition motif 1"
IPR009790,Transmembrane protein 106,annotation,domain,Transmembrane protein 106
R-HSA-2467813,Separation of Sister Chromatids,annotation,pathway,Separation of Sister Chromatids
R-HSA-9619483,Activation of AMPK downstream of NMDARs,annotation,pathway,Activation of AMPK downstream of NMDARs
GO:0030182,neuron differentiation,annotation,go_term,neuron differentiation
IPR000217,Tubulin,annotation,domain,Tubulin
IPR023123,"Tubulin, C-terminal",annotation,domain,"Tubulin, C-terminal"
IPR036525,"Tubulin/FtsZ, GTPase domain superfamily",annotation,domain,"Tubulin/FtsZ, GTPase domain superfamily"
IPR015496,Ubiquilin,annotation,domain,Ubiquilin
GO:0031597,cytosolic proteasome complex,annotation,go_term,cytosolic proteasome complex
GO:0016082,synaptic vesicle priming,annotation,go_term,synaptic vesicle priming
GO:1903861,positive regulation of dendrite extension,annotation,go_term,positive regulation of dendrite extension
R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,annotation,pathway,N-glycan trimming in the ER and Calnexin/Calreticulin cycle
R-HSA-6798695,Neutrophil degranulation,annotation,pathway,Neutrophil degranulation
IPR003338,"CDC48, N-terminal subdomain",annotation,domain,"CDC48, N-terminal subdomain"
GO:0004521,RNA endonuclease activity,annotation,go_term,RNA endonuclease activity
GO:0005544,calcium-dependent phospholipid binding,annotation,go_term,calcium-dependent phospholipid binding
GO:0008429,phosphatidylethanolamine binding,annotation,go_term,phosphatidylethanolamine binding
GO:0044548,S100 protein binding,annotation,go_term,S100 protein binding
IPR037104,Annexin superfamily,annotation,domain,Annexin superfamily
GO:0005634,nucleus,annotation,go_term,nucleus
IPR010625,CHCH,annotation,domain,CHCH
R-HSA-5357786,TNFR1-induced proapoptotic signaling,annotation,pathway,TNFR1-induced proapoptotic signaling
R-HSA-5689880,Ub-specific processing proteases,annotation,pathway,Ub-specific processing proteases
GO:0005881,cytoplasmic microtubule,annotation,go_term,cytoplasmic microtubule
IPR023209,D-amino-acid oxidase,annotation,domain,D-amino-acid oxidase
R-HSA-381038,XBP1(S) activates chaperone genes,annotation,pathway,XBP1(S) activates chaperone genes
R-HSA-9620244,Long-term potentiation,annotation,pathway,Long-term potentiation
GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,annotation,go_term,phosphatidylinositol-3-phosphate phosphatase activity
IPR021662,"Heterogeneous nuclear ribonucleoprotein A1/A2, C-terminal",annotation,domain,"Heterogeneous nuclear ribonucleoprotein A1/A2, C-terminal"
R-HSA-264876,Insulin processing,annotation,pathway,Insulin processing
GO:0008574,plus-end-directed microtubule motor activity,annotation,go_term,plus-end-directed microtubule motor activity
GO:0019894,kinesin binding,annotation,go_term,kinesin binding
GO:0040008,regulation of growth,annotation,go_term,regulation of growth
IPR051131,"NEK Ser/Thr protein kinase family, NIMA subfamily",annotation,domain,"NEK Ser/Thr protein kinase family, NIMA subfamily"
IPR021063,"NF-kappa-B essential modulator NEMO, N-terminal",annotation,domain,"NF-kappa-B essential modulator NEMO, N-terminal"
IPR032419,"NF-kappa-B essential modulator NEMO, CC2-LZ domain",annotation,domain,"NF-kappa-B essential modulator NEMO, CC2-LZ domain"
GO:0003785,actin monomer binding,annotation,go_term,actin monomer binding
GO:0045019,negative regulation of nitric oxide biosynthetic process,annotation,go_term,negative regulation of nitric oxide biosynthetic process
GO:0005635,nuclear envelope,annotation,go_term,nuclear envelope
GO:0004784,superoxide dismutase activity,annotation,go_term,superoxide dismutase activity
IPR028107,"Spatacsin, C-terminal domain",annotation,domain,"Spatacsin, C-terminal domain"
R-HSA-209543,p75NTR recruits signalling complexes,annotation,pathway,p75NTR recruits signalling complexes
IPR034866,"Sequestosome-1, PB1 domain",annotation,domain,"Sequestosome-1, PB1 domain"
R-HSA-167161,HIV Transcription Initiation,annotation,pathway,HIV Transcription Initiation
R-HSA-674695,RNA Polymerase II Pre-transcription Events,annotation,pathway,RNA Polymerase II Pre-transcription Events
R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,annotation,pathway,SARS-CoV-1 activates/modulates innate immune responses
IPR050927,Transient receptor potential cation channel M,annotation,domain,Transient receptor potential cation channel M
R-HSA-437239,Recycling pathway of L1,annotation,pathway,Recycling pathway of L1
R-HSA-5620924,Intraflagellar transport,annotation,pathway,Intraflagellar transport
IPR002452,Alpha tubulin,annotation,domain,Alpha tubulin
GO:0019992,diacylglycerol binding,annotation,go_term,diacylglycerol binding
GO:0030672,synaptic vesicle membrane,annotation,go_term,synaptic vesicle membrane
IPR027080,Protein Unc-13,annotation,domain,Protein Unc-13
R-HSA-382556,ABC-family protein mediated transport,annotation,pathway,ABC-family protein mediated transport
GO:0042802,identical protein binding,annotation,go_term,identical protein binding
GO:0048812,neuron projection morphogenesis,annotation,go_term,neuron projection morphogenesis
GO:0001786,phosphatidylserine binding,annotation,go_term,phosphatidylserine binding
GO:0010997,anaphase-promoting complex binding,annotation,go_term,anaphase-promoting complex binding
R-HSA-1632852,Macroautophagy,annotation,pathway,Macroautophagy
GO:0019904,protein domain specific binding,annotation,go_term,protein domain specific binding
R-HSA-168638,NOD1/2 Signaling Pathway,annotation,pathway,NOD1/2 Signaling Pathway
GO:0001764,neuron migration,annotation,go_term,neuron migration
R-HSA-6785631,ERBB2 Regulates Cell Motility,annotation,pathway,ERBB2 Regulates Cell Motility
GO:0004672,protein kinase activity,annotation,go_term,protein kinase activity
GO:0003712,transcription coregulator activity,annotation,go_term,transcription coregulator activity
IPR000504,RNA recognition motif domain,annotation,domain,RNA recognition motif domain
R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,annotation,pathway,COPI-dependent Golgi-to-ER retrograde traffic
R-HSA-983189,Kinesins,annotation,pathway,Kinesins
GO:0098957,anterograde axonal transport of mitochondrion,annotation,go_term,anterograde axonal transport of mitochondrion
